units,activation,dropout,batchnorm,reward
16,tanh,False,False,70.98199725151062
16,tanh,False,False,70.98199725151062
8,relu,False,False,70.98199725151062
16,tanh,False,False,70.98199725151062
16,tanh,False,False,68.80999803543091
16,tanh,False,False,68.80999803543091
16,tanh,False,False,68.80999803543091
16,tanh,False,False,68.80999803543091
16,tanh,False,False,68.80999803543091
16,tanh,False,False,69.0779983997345
16,tanh,False,False,69.0779983997345
16,tanh,False,False,69.0779983997345
16,tanh,False,False,69.0779983997345
16,tanh,False,False,69.0779983997345
16,tanh,False,False,68.33099722862244
16,tanh,False,False,68.33099722862244
32,tanh,False,False,68.33099722862244
16,tanh,False,False,68.33099722862244
16,tanh,False,False,68.33099722862244
16,tanh,False,False,69.378000497818
16,tanh,False,False,69.378000497818
16,tanh,False,False,69.378000497818
16,tanh,False,False,69.378000497818
16,tanh,False,False,69.378000497818
16,tanh,False,False,69.43699717521667
16,tanh,False,False,69.43699717521667
16,tanh,False,False,69.43699717521667
16,tanh,False,False,69.43699717521667
16,tanh,False,False,69.43699717521667
16,tanh,False,False,69.73099708557129
16,tanh,False,False,69.73099708557129
16,tanh,False,False,69.73099708557129
16,tanh,False,False,69.73099708557129
16,tanh,False,False,69.73099708557129
16,tanh,False,False,69.82899904251099
16,tanh,False,False,69.82899904251099
16,tanh,False,False,69.82899904251099
16,tanh,False,False,69.82899904251099
16,tanh,False,False,69.82899904251099
16,tanh,False,False,69.67099905014038
16,tanh,False,False,69.67099905014038
16,tanh,False,False,69.67099905014038
16,tanh,False,False,69.67099905014038
16,tanh,False,False,69.67099905014038
16,swish,False,False,69.08900141716003
16,tanh,False,False,69.08900141716003
16,tanh,False,False,69.08900141716003
16,tanh,False,False,69.08900141716003
16,tanh,False,False,69.08900141716003
16,tanh,False,False,69.62699890136719
16,tanh,False,False,69.62699890136719
16,tanh,False,False,69.62699890136719
16,tanh,False,False,69.62699890136719
16,tanh,False,False,69.62699890136719
16,tanh,False,False,69.96099948883057
16,tanh,False,False,69.96099948883057
16,tanh,False,False,69.96099948883057
16,tanh,False,False,69.96099948883057
16,tanh,False,False,69.96099948883057
16,tanh,False,False,69.62400078773499
16,tanh,False,False,69.62400078773499
16,tanh,False,False,69.62400078773499
16,tanh,False,False,69.62400078773499
16,tanh,False,False,69.62400078773499
16,tanh,False,False,69.04100179672241
16,tanh,False,False,69.04100179672241
16,tanh,False,False,69.04100179672241
16,tanh,False,False,69.04100179672241
16,tanh,False,False,69.04100179672241
16,tanh,False,False,70.25499939918518
16,tanh,False,False,70.25499939918518
16,tanh,False,False,70.25499939918518
16,tanh,False,False,70.25499939918518
16,tanh,False,False,70.25499939918518
16,tanh,False,False,60.91899871826172
16,tanh,False,False,60.91899871826172
128,elu,False,False,60.91899871826172
16,tanh,False,False,60.91899871826172
16,tanh,False,False,60.91899871826172
16,tanh,False,False,69.0119981765747
16,tanh,False,False,69.0119981765747
16,tanh,False,False,69.0119981765747
16,tanh,False,False,69.0119981765747
16,tanh,False,False,69.0119981765747
16,tanh,False,False,69.95199918746948
16,tanh,False,False,69.95199918746948
16,tanh,False,False,69.95199918746948
16,tanh,False,False,69.95199918746948
16,tanh,False,False,69.95199918746948
16,tanh,False,False,69.38700079917908
16,tanh,False,False,69.38700079917908
16,tanh,False,False,69.38700079917908
16,tanh,False,False,69.38700079917908
16,tanh,False,False,69.38700079917908
16,tanh,False,False,68.44199895858765
16,tanh,False,False,68.44199895858765
16,tanh,False,False,68.44199895858765
16,tanh,False,False,68.44199895858765
16,tanh,False,False,68.44199895858765
16,tanh,False,False,67.87599921226501
16,tanh,False,False,67.87599921226501
16,tanh,False,False,67.87599921226501
16,tanh,False,False,67.87599921226501
16,tanh,False,False,67.87599921226501
16,tanh,False,False,69.24899816513062
16,tanh,False,False,69.24899816513062
16,tanh,False,False,69.24899816513062
16,tanh,False,False,69.24899816513062
16,tanh,False,False,69.24899816513062
16,tanh,False,False,69.99499797821045
16,tanh,False,False,69.99499797821045
16,tanh,False,False,69.99499797821045
16,tanh,False,False,69.99499797821045
16,tanh,False,False,69.99499797821045
16,tanh,False,False,69.3310022354126
16,tanh,False,False,69.3310022354126
16,tanh,False,False,69.3310022354126
16,tanh,False,False,69.3310022354126
16,tanh,False,False,69.3310022354126
512,swish,False,False,63.92899751663208
16,tanh,False,False,63.92899751663208
16,tanh,False,False,63.92899751663208
16,tanh,False,False,63.92899751663208
16,tanh,False,False,63.92899751663208
16,tanh,False,False,69.47000026702881
16,tanh,False,False,69.47000026702881
16,tanh,False,False,69.47000026702881
16,tanh,False,False,69.47000026702881
16,tanh,False,False,69.47000026702881
16,tanh,False,False,69.38400268554688
16,tanh,False,False,69.38400268554688
16,tanh,False,False,69.38400268554688
16,tanh,False,False,69.38400268554688
16,tanh,False,False,69.38400268554688
16,tanh,False,False,69.72100138664246
16,tanh,False,False,69.72100138664246
16,tanh,False,False,69.72100138664246
16,tanh,False,False,69.72100138664246
16,tanh,False,False,69.72100138664246
16,tanh,False,False,71.15399837493896
16,tanh,False,False,71.15399837493896
16,tanh,False,False,71.15399837493896
16,tanh,False,False,71.15399837493896
128,elu,False,False,71.15399837493896
16,tanh,False,False,69.85599994659424
16,tanh,False,False,69.85599994659424
16,tanh,False,False,69.85599994659424
16,tanh,False,False,69.85599994659424
16,tanh,False,False,69.85599994659424
16,tanh,False,False,70.11899948120117
16,tanh,False,False,70.11899948120117
16,tanh,False,False,70.11899948120117
16,tanh,False,False,70.11899948120117
16,tanh,False,False,70.11899948120117
16,tanh,False,False,57.62699842453003
16,tanh,False,False,57.62699842453003
512,swish,False,False,57.62699842453003
16,tanh,False,False,57.62699842453003
16,tanh,False,False,57.62699842453003
512,sigmoid,False,False,52.95100212097168
16,tanh,False,False,52.95100212097168
16,tanh,False,False,52.95100212097168
32,selu,False,False,52.95100212097168
16,tanh,False,False,52.95100212097168
16,tanh,False,False,68.44199895858765
16,tanh,False,False,68.44199895858765
16,tanh,False,False,68.44199895858765
16,tanh,False,False,68.44199895858765
16,tanh,False,False,68.44199895858765
16,tanh,False,False,69.99800205230713
16,tanh,False,False,69.99800205230713
16,tanh,False,False,69.99800205230713
16,tanh,False,False,69.99800205230713
16,tanh,False,False,69.99800205230713
16,tanh,False,False,60.3380024433136
16,tanh,False,False,60.3380024433136
256,relu,False,False,60.3380024433136
16,tanh,False,False,60.3380024433136
16,tanh,False,False,60.3380024433136
16,tanh,False,False,69.81800198554993
16,tanh,False,False,69.81800198554993
16,tanh,False,False,69.81800198554993
16,tanh,False,False,69.81800198554993
16,tanh,False,False,69.81800198554993
16,tanh,False,False,69.91099715232849
16,tanh,False,False,69.91099715232849
16,tanh,False,False,69.91099715232849
16,tanh,False,False,69.91099715232849
16,tanh,False,False,69.91099715232849
32,elu,False,False,67.71699786186218
16,tanh,False,False,67.71699786186218
16,tanh,False,False,67.71699786186218
16,tanh,False,False,67.71699786186218
16,tanh,False,False,67.71699786186218
16,tanh,False,False,70.34800052642822
16,tanh,False,False,70.34800052642822
16,tanh,False,False,70.34800052642822
16,tanh,False,False,70.34800052642822
16,tanh,False,False,70.34800052642822
16,tanh,False,False,68.68500113487244
16,tanh,False,False,68.68500113487244
16,tanh,False,False,68.68500113487244
16,tanh,False,False,68.68500113487244
16,tanh,False,False,68.68500113487244
16,tanh,False,False,69.97399926185608
16,tanh,False,False,69.97399926185608
16,tanh,False,False,69.97399926185608
16,tanh,False,False,69.97399926185608
16,tanh,False,False,69.97399926185608
16,tanh,False,False,69.98800039291382
16,tanh,False,False,69.98800039291382
16,tanh,False,False,69.98800039291382
16,tanh,False,False,69.98800039291382
16,tanh,False,False,69.98800039291382
16,tanh,False,False,70.07099986076355
16,tanh,False,False,70.07099986076355
16,tanh,False,False,70.07099986076355
16,tanh,False,False,70.07099986076355
16,tanh,False,False,70.07099986076355
16,tanh,False,False,69.39200162887573
16,tanh,False,False,69.39200162887573
16,tanh,False,False,69.39200162887573
16,tanh,False,False,69.39200162887573
16,tanh,False,False,69.39200162887573
16,tanh,False,False,68.60499978065491
16,tanh,False,False,68.60499978065491
16,tanh,False,False,68.60499978065491
16,tanh,False,False,68.60499978065491
16,tanh,False,False,68.60499978065491
16,tanh,False,False,70.0659990310669
16,tanh,False,False,70.0659990310669
16,tanh,False,False,70.0659990310669
16,tanh,False,False,70.0659990310669
16,tanh,False,False,70.0659990310669
16,tanh,False,False,66.36199951171875
16,selu,False,False,66.36199951171875
16,tanh,False,False,66.36199951171875
16,tanh,False,False,66.36199951171875
16,tanh,False,False,66.36199951171875
16,tanh,False,False,63.47399950027466
16,tanh,False,False,63.47399950027466
256,tanh,False,False,63.47399950027466
16,tanh,False,False,63.47399950027466
16,tanh,False,False,63.47399950027466
16,tanh,False,False,69.61100101470947
16,tanh,False,False,69.61100101470947
16,tanh,False,False,69.61100101470947
16,tanh,False,False,69.61100101470947
16,tanh,False,False,69.61100101470947
16,tanh,False,True,70.77800035476685
16,tanh,False,True,70.77800035476685
16,tanh,False,True,70.77800035476685
16,selu,False,True,70.77800035476685
16,tanh,False,False,70.18499970436096
16,tanh,False,False,70.18499970436096
16,tanh,False,False,70.18499970436096
16,tanh,False,False,70.18499970436096
32,sigmoid,False,False,70.18499970436096
16,tanh,False,False,69.72200274467468
16,tanh,False,False,69.72200274467468
16,tanh,False,False,69.72200274467468
16,tanh,False,False,69.72200274467468
16,tanh,False,False,69.72200274467468
16,tanh,False,False,70.29899954795837
16,tanh,False,False,70.29899954795837
16,tanh,False,False,70.29899954795837
16,tanh,False,False,70.29899954795837
16,tanh,False,False,70.29899954795837
16,tanh,False,False,70.31599879264832
16,tanh,False,False,70.31599879264832
16,tanh,False,False,70.31599879264832
16,tanh,False,False,70.31599879264832
16,tanh,False,False,70.31599879264832
16,tanh,False,False,69.92499828338623
16,tanh,False,False,69.92499828338623
16,tanh,False,False,69.92499828338623
16,tanh,False,False,69.92499828338623
16,tanh,False,False,69.92499828338623
16,tanh,False,True,71.29700183868408
16,tanh,False,True,71.29700183868408
16,tanh,False,True,71.29700183868408
16,tanh,False,True,71.29700183868408
16,tanh,False,False,69.04000043869019
16,tanh,False,False,69.04000043869019
16,tanh,False,False,69.04000043869019
16,tanh,False,False,69.04000043869019
16,tanh,False,False,69.04000043869019
16,tanh,False,False,65.10199904441833
16,tanh,False,False,65.10199904441833
128,sigmoid,False,False,65.10199904441833
16,tanh,False,False,65.10199904441833
16,tanh,False,False,65.10199904441833
16,tanh,False,False,69.39899921417236
16,tanh,False,False,69.39899921417236
16,tanh,False,False,69.39899921417236
16,tanh,False,False,69.39899921417236
16,tanh,False,False,69.39899921417236
16,tanh,False,False,69.04100179672241
16,tanh,False,False,69.04100179672241
16,tanh,False,False,69.04100179672241
16,tanh,False,False,69.04100179672241
16,tanh,False,False,69.04100179672241
16,tanh,False,False,71.09799981117249
16,tanh,False,False,71.09799981117249
16,tanh,False,False,71.09799981117249
16,swish,False,False,71.09799981117249
16,tanh,False,False,71.09799981117249
16,tanh,False,False,68.50000023841858
16,tanh,False,False,68.50000023841858
16,tanh,False,False,68.50000023841858
16,tanh,False,False,68.50000023841858
16,tanh,False,False,68.50000023841858
16,tanh,False,False,69.52999830245972
16,tanh,False,False,69.52999830245972
16,tanh,False,False,69.52999830245972
16,tanh,False,False,69.52999830245972
16,tanh,False,False,69.52999830245972
16,tanh,False,False,69.86200213432312
16,tanh,False,False,69.86200213432312
16,tanh,False,False,69.86200213432312
16,tanh,False,False,69.86200213432312
16,tanh,False,False,69.86200213432312
16,tanh,False,False,69.60600018501282
16,tanh,False,False,69.60600018501282
16,tanh,False,False,69.60600018501282
16,tanh,False,False,69.60600018501282
16,tanh,False,False,69.60600018501282
16,tanh,False,False,69.57799792289734
16,tanh,False,False,69.57799792289734
16,tanh,False,False,69.57799792289734
16,tanh,False,False,69.57799792289734
16,tanh,False,False,69.57799792289734
16,tanh,False,False,70.26399970054626
16,tanh,False,False,70.26399970054626
16,tanh,False,False,70.26399970054626
16,tanh,False,False,70.26399970054626
16,tanh,False,False,70.26399970054626
16,tanh,False,False,70.16100287437439
16,tanh,False,False,70.16100287437439
16,tanh,False,False,70.16100287437439
16,tanh,False,False,70.16100287437439
16,tanh,False,False,70.16100287437439
16,tanh,False,False,69.8419988155365
16,tanh,False,False,69.8419988155365
16,tanh,False,False,69.8419988155365
16,tanh,False,False,69.8419988155365
16,tanh,False,False,69.8419988155365
16,tanh,False,False,69.58100199699402
16,tanh,False,False,69.58100199699402
16,tanh,False,False,69.58100199699402
16,tanh,False,False,69.58100199699402
16,tanh,False,False,69.58100199699402
16,tanh,False,False,69.3310022354126
16,tanh,False,False,69.3310022354126
16,tanh,False,False,69.3310022354126
16,tanh,False,False,69.3310022354126
16,tanh,False,False,69.3310022354126
16,tanh,False,False,68.03699731826782
16,tanh,False,False,68.03699731826782
16,tanh,False,False,68.03699731826782
16,tanh,False,False,68.03699731826782
16,tanh,False,False,68.03699731826782
16,tanh,False,False,69.71200108528137
16,tanh,False,False,69.71200108528137
16,tanh,False,False,69.71200108528137
16,tanh,False,False,69.71200108528137
16,tanh,False,False,69.71200108528137
16,tanh,False,False,69.67099905014038
16,tanh,False,False,69.67099905014038
16,tanh,False,False,69.67099905014038
16,tanh,False,False,69.67099905014038
16,tanh,False,False,69.67099905014038
16,tanh,False,False,68.85899901390076
16,tanh,False,False,68.85899901390076
16,tanh,False,False,68.85899901390076
16,tanh,False,False,68.85899901390076
16,tanh,False,False,68.85899901390076
16,tanh,False,False,69.1070020198822
16,tanh,False,False,69.1070020198822
16,tanh,False,False,69.1070020198822
16,tanh,False,False,69.1070020198822
16,tanh,False,False,69.1070020198822
16,tanh,False,False,69.7380006313324
16,tanh,False,False,69.7380006313324
16,tanh,False,False,69.7380006313324
16,tanh,False,False,69.7380006313324
16,tanh,False,False,69.7380006313324
16,tanh,False,False,70.86899876594543
16,tanh,False,False,70.86899876594543
16,tanh,False,False,70.86899876594543
16,tanh,False,False,70.86899876594543
16,selu,False,False,70.86899876594543
16,tanh,False,False,69.83299851417542
16,tanh,False,False,69.83299851417542
16,tanh,False,False,69.83299851417542
16,tanh,False,False,69.83299851417542
16,tanh,False,False,69.83299851417542
512,relu,False,False,52.95100212097168
16,tanh,False,False,52.95100212097168
16,tanh,False,False,52.95100212097168
256,elu,False,False,52.95100212097168
16,tanh,False,False,52.95100212097168
16,tanh,False,False,68.65900158882141
16,tanh,False,False,68.65900158882141
16,tanh,False,False,68.65900158882141
16,tanh,False,False,68.65900158882141
16,tanh,False,False,68.65900158882141
16,tanh,False,False,69.09499764442444
16,tanh,False,False,69.09499764442444
16,tanh,False,False,69.09499764442444
16,tanh,False,False,69.09499764442444
16,tanh,False,False,69.09499764442444
16,tanh,False,False,70.13800144195557
16,tanh,False,False,70.13800144195557
16,tanh,False,False,70.13800144195557
256,relu,False,False,70.13800144195557
16,tanh,False,False,70.13800144195557
16,tanh,False,False,69.15500164031982
16,tanh,False,False,69.15500164031982
16,tanh,False,False,69.15500164031982
16,tanh,False,False,69.15500164031982
16,tanh,False,False,69.15500164031982
16,tanh,False,False,71.15300297737122
16,tanh,False,False,71.15300297737122
16,tanh,False,False,71.15300297737122
16,tanh,False,False,71.15300297737122
32,selu,False,False,71.15300297737122
16,tanh,False,False,69.94400024414062
16,tanh,False,False,69.94400024414062
16,tanh,False,False,69.94400024414062
16,tanh,False,False,69.94400024414062
16,tanh,False,False,69.94400024414062
16,tanh,False,False,69.937002658844
16,tanh,False,False,69.937002658844
16,tanh,False,False,69.937002658844
16,tanh,False,False,69.937002658844
16,tanh,False,False,69.937002658844
16,tanh,False,False,69.11699771881104
16,tanh,False,False,69.11699771881104
16,tanh,False,False,69.11699771881104
16,tanh,False,False,69.11699771881104
16,tanh,False,False,69.11699771881104
16,tanh,False,False,69.6340024471283
16,tanh,False,False,69.6340024471283
16,tanh,False,False,69.6340024471283
16,tanh,False,False,69.6340024471283
16,tanh,False,False,69.6340024471283
16,tanh,False,False,69.86899971961975
16,tanh,False,False,69.86899971961975
16,tanh,False,False,69.86899971961975
16,tanh,False,False,69.86899971961975
16,tanh,False,False,69.86899971961975
16,tanh,False,False,68.04999709129333
16,tanh,False,False,68.04999709129333
16,tanh,False,False,68.04999709129333
16,tanh,False,False,68.04999709129333
16,tanh,False,False,68.04999709129333
16,tanh,False,False,69.14200186729431
16,tanh,False,False,69.14200186729431
16,tanh,False,False,69.14200186729431
16,tanh,False,False,69.14200186729431
16,tanh,False,False,69.14200186729431
16,tanh,False,False,68.68100166320801
16,tanh,False,False,68.68100166320801
16,tanh,False,False,68.68100166320801
16,tanh,False,False,68.68100166320801
16,tanh,False,False,68.68100166320801
16,tanh,False,False,68.75900030136108
16,tanh,False,False,68.75900030136108
16,tanh,False,False,68.75900030136108
16,tanh,False,False,68.75900030136108
16,tanh,False,False,68.75900030136108
16,tanh,False,False,69.57700252532959
16,tanh,False,False,69.57700252532959
16,tanh,False,False,69.57700252532959
16,tanh,False,False,69.57700252532959
16,tanh,False,False,69.57700252532959
16,tanh,False,False,70.31999826431274
16,tanh,False,False,70.31999826431274
16,tanh,False,False,70.31999826431274
16,tanh,False,False,70.31999826431274
16,tanh,False,False,70.31999826431274
16,tanh,False,False,68.00400018692017
16,tanh,False,False,68.00400018692017
16,tanh,False,False,68.00400018692017
16,tanh,False,False,68.00400018692017
16,tanh,False,False,68.00400018692017
16,tanh,False,False,70.01199722290039
16,tanh,False,False,70.01199722290039
16,tanh,False,False,70.01199722290039
16,tanh,False,False,70.01199722290039
16,tanh,False,False,70.01199722290039
16,tanh,False,False,69.99499797821045
16,tanh,False,False,69.99499797821045
16,tanh,False,False,69.99499797821045
16,tanh,False,False,69.99499797821045
16,tanh,False,False,69.99499797821045
16,tanh,False,False,70.2809989452362
16,tanh,False,False,70.2809989452362
16,tanh,False,False,70.2809989452362
16,tanh,False,False,70.2809989452362
16,tanh,False,False,70.2809989452362
16,tanh,False,False,69.51599717140198
16,tanh,False,False,69.51599717140198
16,tanh,False,False,69.51599717140198
16,tanh,False,False,69.51599717140198
16,tanh,False,False,69.51599717140198
16,tanh,False,False,69.84599828720093
16,tanh,False,False,69.84599828720093
16,tanh,False,False,69.84599828720093
16,tanh,False,False,69.84599828720093
16,tanh,False,False,69.84599828720093
16,tanh,False,False,69.12299990653992
16,tanh,False,False,69.12299990653992
16,tanh,False,False,69.12299990653992
16,tanh,False,False,69.12299990653992
16,tanh,False,False,69.12299990653992
16,tanh,False,False,69.98500227928162
16,tanh,False,False,69.98500227928162
16,tanh,False,False,69.98500227928162
16,tanh,False,False,69.98500227928162
16,tanh,False,False,69.98500227928162
16,tanh,False,False,71.00399732589722
16,tanh,False,False,71.00399732589722
16,tanh,False,False,71.00399732589722
16,tanh,False,False,71.00399732589722
128,elu,False,False,71.00399732589722
16,tanh,False,False,69.87599730491638
16,tanh,False,False,69.87599730491638
16,tanh,False,False,69.87599730491638
16,tanh,False,False,69.87599730491638
16,tanh,False,False,69.87599730491638
16,tanh,False,False,71.32999897003174
16,tanh,False,False,71.32999897003174
16,tanh,False,False,71.32999897003174
128,sigmoid,False,False,71.32999897003174
16,tanh,False,False,71.32999897003174
16,tanh,False,False,70.23800015449524
16,tanh,False,False,70.23800015449524
16,tanh,False,False,70.23800015449524
16,tanh,False,False,70.23800015449524
16,tanh,False,False,70.23800015449524
16,tanh,False,False,71.61399722099304
16,tanh,False,False,71.61399722099304
16,tanh,False,False,69.6690022945404
16,tanh,False,False,69.6690022945404
16,tanh,False,False,69.6690022945404
16,tanh,False,False,69.6690022945404
16,sigmoid,False,False,69.6690022945404
16,tanh,False,False,69.8170006275177
16,tanh,False,False,69.8170006275177
16,tanh,False,False,69.8170006275177
16,tanh,False,False,69.8170006275177
16,tanh,False,False,69.8170006275177
16,tanh,False,False,67.66600012779236
16,tanh,False,False,67.66600012779236
16,tanh,False,False,67.66600012779236
16,tanh,False,False,67.66600012779236
16,tanh,False,False,67.66600012779236
16,tanh,False,False,68.68500113487244
16,tanh,False,False,68.68500113487244
16,tanh,False,False,68.68500113487244
16,tanh,False,False,68.68500113487244
16,tanh,False,False,68.68500113487244
16,tanh,False,False,69.86600160598755
16,tanh,False,False,69.86600160598755
16,tanh,False,False,69.86600160598755
16,tanh,False,False,69.86600160598755
16,tanh,False,False,69.86600160598755
16,tanh,False,False,68.99999976158142
16,tanh,False,False,68.99999976158142
16,tanh,False,False,68.99999976158142
16,tanh,False,False,68.99999976158142
16,tanh,False,False,68.99999976158142
16,tanh,False,False,69.15199756622314
16,tanh,False,False,69.15199756622314
16,tanh,False,False,69.15199756622314
16,tanh,False,False,69.15199756622314
16,tanh,False,False,69.15199756622314
16,tanh,False,False,67.0490026473999
16,tanh,False,False,67.0490026473999
16,tanh,False,False,67.0490026473999
16,tanh,False,False,67.0490026473999
16,tanh,False,False,67.0490026473999
16,tanh,False,False,69.26699876785278
16,tanh,False,False,69.26699876785278
16,tanh,False,False,69.26699876785278
16,tanh,False,False,69.26699876785278
16,tanh,False,False,69.26699876785278
16,tanh,False,False,69.60399746894836
16,tanh,False,False,69.60399746894836
16,tanh,False,False,69.60399746894836
16,tanh,False,False,69.60399746894836
16,tanh,False,False,69.60399746894836
16,tanh,False,False,70.13599872589111
16,tanh,False,False,70.13599872589111
16,tanh,False,False,70.13599872589111
16,tanh,False,False,70.13599872589111
16,tanh,False,False,70.13599872589111
16,tanh,False,False,70.1449990272522
16,tanh,False,False,70.1449990272522
16,tanh,False,False,70.1449990272522
16,tanh,False,False,70.1449990272522
16,tanh,False,False,70.1449990272522
16,tanh,False,False,69.31099891662598
16,tanh,False,False,69.31099891662598
16,tanh,False,False,69.31099891662598
16,tanh,False,False,69.31099891662598
16,tanh,False,False,69.31099891662598
16,tanh,False,False,69.85200047492981
16,tanh,False,False,69.85200047492981
16,tanh,False,False,69.85200047492981
16,tanh,False,False,69.85200047492981
16,tanh,False,False,69.85200047492981
16,tanh,False,False,69.10300254821777
16,tanh,False,False,69.10300254821777
16,tanh,False,False,69.10300254821777
16,tanh,False,False,69.10300254821777
16,tanh,False,False,69.10300254821777
16,tanh,False,False,69.61299777030945
16,tanh,False,False,69.61299777030945
16,tanh,False,False,69.61299777030945
16,tanh,False,False,69.61299777030945
16,tanh,False,False,69.61299777030945
16,tanh,False,False,67.11199879646301
16,tanh,False,False,67.11199879646301
16,tanh,False,False,67.11199879646301
16,tanh,False,False,67.11199879646301
16,tanh,False,False,67.11199879646301
16,tanh,False,False,57.08100199699402
512,relu,False,False,57.08100199699402
16,tanh,False,False,57.08100199699402
16,tanh,False,False,57.08100199699402
16,tanh,False,False,57.08100199699402
16,tanh,False,False,68.58500242233276
16,tanh,False,False,68.58500242233276
16,tanh,False,False,68.58500242233276
16,tanh,False,False,68.58500242233276
16,tanh,False,False,68.58500242233276
16,tanh,False,False,68.19900274276733
16,tanh,False,False,68.19900274276733
16,tanh,False,False,68.19900274276733
16,tanh,False,False,68.19900274276733
16,tanh,False,False,68.19900274276733
16,tanh,False,False,69.97799873352051
16,tanh,False,False,69.97799873352051
16,tanh,False,False,69.97799873352051
16,tanh,False,False,69.97799873352051
16,tanh,False,False,69.97799873352051
16,tanh,False,False,69.85499858856201
16,tanh,False,False,69.85499858856201
16,tanh,False,False,69.85499858856201
16,tanh,False,False,69.85499858856201
16,tanh,False,False,69.85499858856201
32,swish,False,False,69.23699975013733
16,tanh,False,False,69.23699975013733
16,tanh,False,False,69.23699975013733
16,tanh,False,False,69.23699975013733
16,tanh,False,False,69.23699975013733
16,tanh,False,False,69.42899823188782
16,tanh,False,False,69.42899823188782
16,tanh,False,False,69.42899823188782
16,tanh,False,False,69.42899823188782
16,tanh,False,False,69.42899823188782
16,tanh,False,False,69.86700296401978
16,tanh,False,False,69.86700296401978
16,tanh,False,False,69.86700296401978
16,tanh,False,False,69.86700296401978
16,tanh,False,False,69.86700296401978
16,tanh,False,True,70.40600180625916
16,tanh,False,True,70.40600180625916
16,tanh,False,True,70.40600180625916
16,tanh,False,True,70.40600180625916
16,tanh,False,False,69.3910002708435
16,tanh,False,False,69.3910002708435
16,tanh,False,False,69.3910002708435
16,tanh,False,False,69.3910002708435
16,tanh,False,False,69.3910002708435
16,tanh,False,False,60.00099778175354
16,tanh,False,False,60.00099778175354
256,elu,False,False,60.00099778175354
16,tanh,False,False,60.00099778175354
16,tanh,False,False,60.00099778175354
16,tanh,False,False,69.04299855232239
16,tanh,False,False,69.04299855232239
16,tanh,False,False,69.04299855232239
16,tanh,False,False,69.04299855232239
16,tanh,False,False,69.04299855232239
16,tanh,False,False,70.0689971446991
16,tanh,False,False,70.0689971446991
16,tanh,False,False,70.0689971446991
16,tanh,False,False,70.0689971446991
16,tanh,False,False,70.0689971446991
128,swish,False,False,67.34899878501892
16,tanh,False,False,67.34899878501892
16,tanh,False,False,67.34899878501892
16,tanh,False,False,67.34899878501892
16,tanh,False,False,67.34899878501892
16,tanh,False,False,68.64799857139587
16,tanh,False,False,68.64799857139587
16,tanh,False,False,68.64799857139587
16,tanh,False,False,68.64799857139587
16,tanh,False,False,68.64799857139587
16,tanh,False,False,69.67599987983704
16,tanh,False,False,69.67599987983704
16,tanh,False,False,69.67599987983704
16,tanh,False,False,69.67599987983704
16,tanh,False,False,69.67599987983704
16,tanh,False,False,60.76499819755554
16,tanh,False,False,60.76499819755554
16,tanh,False,False,60.76499819755554
256,tanh,False,False,60.76499819755554
16,tanh,False,False,60.76499819755554
16,tanh,False,False,69.71200108528137
16,tanh,False,False,69.71200108528137
16,tanh,False,False,69.71200108528137
16,tanh,False,False,69.71200108528137
16,tanh,False,False,69.71200108528137
16,tanh,False,False,70.100998878479
16,tanh,False,False,70.100998878479
16,tanh,False,False,70.100998878479
16,tanh,False,False,70.100998878479
16,tanh,False,False,70.100998878479
16,tanh,False,False,59.640997648239136
16,tanh,False,False,59.640997648239136
256,swish,False,False,59.640997648239136
16,tanh,False,False,59.640997648239136
16,tanh,False,False,59.640997648239136
16,tanh,False,False,70.15500068664551
8,elu,False,False,70.15500068664551
16,tanh,False,False,70.15500068664551
16,tanh,False,False,70.15500068664551
16,tanh,False,False,70.15500068664551
16,tanh,False,False,70.04899978637695
16,tanh,False,False,70.04899978637695
16,tanh,False,False,70.04899978637695
16,tanh,False,False,70.04899978637695
16,tanh,False,False,70.04899978637695
16,tanh,False,False,68.57900023460388
16,tanh,False,False,68.57900023460388
16,tanh,False,False,68.57900023460388
16,tanh,False,False,68.57900023460388
16,tanh,False,False,68.57900023460388
16,tanh,False,False,69.15000081062317
16,tanh,False,False,69.15000081062317
16,tanh,False,False,69.15000081062317
16,tanh,False,False,69.15000081062317
16,tanh,False,False,69.15000081062317
16,tanh,True,False,68.95099878311157
16,tanh,True,False,68.95099878311157
16,tanh,True,False,68.95099878311157
16,tanh,True,False,68.95099878311157
16,tanh,False,False,68.01300048828125
16,tanh,False,False,68.01300048828125
16,tanh,False,False,68.01300048828125
16,tanh,False,False,68.01300048828125
16,tanh,False,False,68.01300048828125
16,tanh,False,False,69.45499777793884
16,tanh,False,False,69.45499777793884
16,tanh,False,False,69.45499777793884
16,tanh,False,False,69.45499777793884
16,tanh,False,False,69.45499777793884
16,tanh,False,False,67.8409993648529
16,tanh,False,False,67.8409993648529
16,tanh,False,False,67.8409993648529
16,tanh,False,False,67.8409993648529
16,tanh,False,False,67.8409993648529
16,tanh,False,False,68.69199872016907
16,tanh,False,False,68.69199872016907
16,tanh,False,False,68.69199872016907
16,tanh,False,False,68.69199872016907
16,tanh,False,False,68.69199872016907
16,tanh,False,False,69.91099715232849
16,tanh,False,False,69.91099715232849
16,tanh,False,False,69.91099715232849
16,tanh,False,False,69.91099715232849
16,tanh,False,False,69.91099715232849
16,tanh,False,False,70.30100226402283
